name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_memset/131072/threads:1",64870,21357.7,21357.8,ns,4.90958e+10,6.13697e+09,,,
"BM_memset/262144/threads:1",32832,42696.5,42696.4,ns,4.91178e+10,6.13973e+09,,,
"BM_memset/524288/threads:1",16192,86278.6,86278.7,ns,4.86134e+10,6.07668e+09,,,
"BM_memset/1048576/threads:1",5776,241903,241902,ns,3.46777e+10,4.33471e+09,,,
"BM_memset/2097152/threads:1",1738,808963,808959,ns,2.07393e+10,2.59241e+09,,,
"BM_memset/4194304/threads:1",955,1.4979e+06,1.4979e+06,ns,2.2401e+10,2.80012e+09,,,
"BM_memset/8388608/threads:1",474,2.91287e+06,2.91246e+06,ns,2.3042e+10,2.88025e+09,,,
"BM_memset/16777216/threads:1",241,5.80056e+06,5.7997e+06,ns,2.31422e+10,2.89277e+09,,,
"BM_memset/33554432/threads:1",121,1.17056e+07,1.17055e+07,ns,2.29324e+10,2.86655e+09,,,
"BM_memset/67108864/threads:1",61,2.3007e+07,2.30064e+07,ns,2.33357e+10,2.91696e+09,,,
"BM_memset/134217728/threads:1",30,4.61944e+07,4.61943e+07,ns,2.32441e+10,2.90551e+09,,,
"BM_memset/268435456/threads:1",13,9.25685e+07,9.25687e+07,ns,2.31988e+10,2.89985e+09,,,
